Orthogroup	Arabidopsis_lyrata	Arabidopsis_thaliana	Brassica_oleracea	Brassica_rapa	Capsella_rubella	Capsicum_annuum	Carica_papaya	Cicer_arietinum	Citrus_sinensis	Cucumis_melo	Cucumis_sativus	Eutrema_salsugineum	Fragaria_vesca	Glycine_max	Gossypium_hirsutum	Helianthus_annuus	Jatropha_curcas	Malus_domestica	Manihot_esculenta	Medicago_truncatula	Nicotiana_attenuata	Papaver_somniferum	Phaseolus_vulgaris	Populus_euphratica	Populus_trichocarpa	Prunus_mume	Prunus_persica	Pyrus_x_bretschneideri	Solanum_lycopersicum	Solanum_pennellii	Solanum_tuberosum	Vitis_vinifera	Total
OG0004863	3	4	4	11	3	1	1	1	4	2	2	3	2	2	2	2	1	3	4	2	3	4	1	4	4	2	2	3	1	1	1	2	85
OG0004864	1	1	1	2	1	18	1	0	5	2	4	1	2	0	10	3	1	5	5	0	1	0	0	3	2	1	1	7	1	1	1	4	85
OG0004865	1	2	3	3	1	1	1	1	1	4	4	1	1	2	15	5	1	4	1	1	2	4	3	4	3	1	1	8	1	2	1	2	85
OG0004866	1	4	4	2	1	2	1	1	4	1	1	1	1	8	3	1	4	2	2	1	1	2	3	1	24	1	3	1	1	1	1	1	85
OG0004867	3	3	2	5	1	2	2	2	1	1	2	3	1	3	4	3	2	6	2	4	2	7	1	1	1	3	2	3	2	2	1	8	85
OG0004868	2	2	4	7	2	2	2	1	2	1	1	2	4	2	14	2	1	1	2	1	3	2	1	4	2	4	1	6	1	2	2	2	85
OG0004869	2	3	8	6	2	1	1	1	1	1	2	2	1	2	4	3	1	3	2	1	1	2	1	14	12	1	1	2	1	1	1	1	85
OG0004870	2	2	3	3	2	3	2	2	1	0	0	2	2	4	4	4	1	1	3	3	3	8	2	5	2	1	1	1	3	3	7	5	85
OG0004871	3	4	4	6	2	2	1	3	1	2	1	2	2	2	13	2	1	3	1	2	2	3	1	5	5	2	1	2	2	2	2	1	85
OG0004872	6	6	4	4	4	1	3	1	4	2	1	4	1	3	4	2	5	2	1	1	2	4	1	5	1	1	1	3	2	2	3	1	85
OG0004873	1	1	6	4	2	5	2	2	2	1	1	1	1	1	7	17	2	2	2	4	1	2	1	4	4	1	1	1	1	1	1	3	85
OG0004874	2	3	2	2	3	1	3	3	1	2	1	1	1	3	3	3	1	2	4	1	2	6	1	3	4	1	2	5	5	8	2	4	85
OG0004875	3	2	1	1	1	2	2	3	3	5	1	2	2	3	2	1	9	5	11	2	1	2	4	1	1	1	2	8	1	1	1	1	85
OG0004876	3	4	8	4	3	2	1	2	1	2	1	2	1	2	7	2	1	2	4	1	3	2	1	12	3	2	1	3	1	1	0	3	85
OG0004877	2	4	1	1	1	1	2	1	1	3	2	1	3	10	19	3	2	1	3	3	2	2	2	2	2	1	1	1	1	2	1	4	85
OG0004878	2	4	7	4	2	2	1	1	2	2	1	2	2	2	4	3	1	2	8	3	3	2	1	1	6	2	3	3	3	2	2	2	85
OG0004879	3	5	4	4	3	5	1	4	2	1	1	2	1	5	4	2	1	3	4	1	1	5	3	3	3	1	1	4	2	1	2	3	85
OG0004880	3	4	6	7	5	1	2	2	2	1	1	3	1	2	4	5	1	6	2	1	1	2	1	4	5	1	1	4	1	1	1	4	85
OG0004881	1	2	1	2	1	4	1	3	3	4	2	1	4	7	5	1	1	2	8	2	2	1	1	1	2	1	1	2	7	6	4	2	85
OG0004882	2	7	4	5	2	3	1	1	1	1	2	2	1	2	7	3	1	3	1	1	4	5	2	3	3	1	2	8	2	2	2	1	85
OG0004883	1	2	4	6	1	1	1	7	2	1	3	1	3	1	11	3	2	2	3	2	4	4	1	1	1	2	1	7	2	1	2	2	85
OG0004884	3	3	3	3	3	3	1	1	1	2	4	3	4	2	6	4	2	2	4	1	3	5	1	2	3	2	2	3	2	2	3	2	85
OG0004885	1	2	2	2	2	2	0	3	2	4	1	2	1	2	6	2	1	3	10	3	1	3	2	11	3	1	3	1	1	1	1	6	85
OG0004886	1	2	4	4	2	1	5	3	2	1	1	3	2	3	2	1	1	13	4	4	2	6	1	3	2	1	1	4	1	1	2	2	85
OG0004887	5	4	1	1	3	2	2	4	3	2	2	3	1	3	3	1	5	2	10	1	4	2	1	1	1	2	2	4	3	3	2	2	85
OG0004888	2	1	4	28	1	3	1	1	1	2	2	1	1	2	2	3	1	2	2	1	2	2	1	2	2	1	1	2	3	3	4	1	85
OG0004889	2	3	1	1	4	3	1	1	2	3	1	2	1	4	2	2	1	10	1	2	4	2	1	2	2	2	2	4	7	7	3	2	85
OG0004890	1	2	2	4	1	3	1	3	2	3	2	1	2	9	8	1	1	4	2	4	3	4	3	2	2	2	2	4	2	2	2	1	85
OG0004891	2	5	3	1	2	3	2	1	3	1	4	1	1	2	12	1	2	4	3	1	2	3	1	4	5	2	1	3	4	1	1	4	85
OG0004892	1	2	2	1	1	1	1	3	4	1	1	1	1	4	11	1	4	3	6	1	2	4	1	6	3	4	3	1	2	4	3	2	85
OG0004893	1	1	2	1	1	2	2	2	3	3	3	1	1	4	7	2	2	4	3	2	1	9	1	5	3	1	2	8	3	3	1	1	85
OG0004894	2	1	5	4	1	2	2	2	1	4	2	1	1	5	4	2	1	3	3	3	1	5	2	6	3	4	3	3	2	2	3	2	85
OG0004895	2	2	3	4	5	5	2	2	1	4	3	2	2	2	2	1	1	6	1	2	2	7	1	7	3	3	1	2	2	2	2	1	85
OG0004896	1	1	1	2	1	1	7	1	3	3	2	1	2	4	12	2	4	2	6	3	1	4	1	1	2	4	2	6	1	1	1	2	85
OG0004897	3	2	2	5	1	3	1	2	3	5	2	1	2	7	5	4	1	2	2	1	2	3	1	3	4	1	2	2	6	5	0	2	85
OG0004898	0	0	0	0	0	3	0	1	1	2	1	0	1	1	9	8	2	9	5	2	2	15	1	1	1	5	5	6	1	1	1	1	85
OG0004899	0	0	0	0	0	24	0	6	0	0	0	0	0	4	0	0	0	0	0	1	4	0	1	0	0	0	0	0	12	22	11	0	85
OG0004901	0	0	0	0	0	3	4	3	2	4	3	0	1	5	9	6	3	6	4	3	3	5	2	3	2	1	1	4	2	2	2	2	85
OG0004902	0	0	0	0	0	7	1	4	2	5	5	0	0	6	12	1	4	2	2	2	1	2	2	5	5	1	2	3	3	2	2	4	85
OG0004903	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	50	4	9	0	85
OG0004904	0	0	0	0	0	3	2	4	3	1	1	0	2	5	8	5	2	5	3	4	1	0	2	7	3	3	4	5	2	2	3	5	85
OG0004905	0	0	0	0	0	3	4	2	1	7	6	0	1	13	6	3	2	0	7	2	1	4	1	11	1	0	2	2	1	1	1	3	85
OG0004906	0	0	0	0	0	0	2	0	5	0	0	0	5	0	0	0	2	10	2	0	0	0	0	3	2	25	19	10	0	0	0	0	85
OG0004907	0	0	0	0	0	0	2	4	0	0	0	0	5	3	9	3	1	9	8	9	1	4	7	0	0	1	2	9	1	1	1	5	85
OG0004908	0	0	0	0	0	0	1	2	2	0	2	0	3	4	12	2	4	6	4	7	0	1	4	3	3	4	5	3	2	1	5	5	85
OG0004909	0	0	0	0	0	0	0	15	0	0	2	0	0	47	0	0	0	0	0	7	0	0	0	3	11	0	0	0	0	0	0	0	85
OG0004911	0	0	0	0	0	0	0	0	3	0	0	0	11	0	12	0	6	5	4	0	0	3	0	9	6	10	13	3	0	0	0	0	85
OG0004912	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	2	1	0	0	17	0	0	1	0	0	0	1	0	0	0	0	0	85
OG0004914	6	3	3	3	4	2	1	7	2	0	1	3	2	3	3	3	2	2	2	4	2	4	2	2	1	3	3	3	1	2	1	4	84
OG0004915	2	3	6	7	2	2	1	1	1	3	3	4	2	5	2	1	1	3	2	2	4	2	2	5	2	3	2	3	3	2	2	1	84
OG0004916	3	1	5	6	3	5	1	1	1	2	1	2	2	4	7	3	1	2	2	2	2	4	3	2	1	1	1	3	3	4	5	1	84
OG0004917	1	1	2	2	1	2	2	2	2	3	2	1	4	6	6	3	1	3	4	2	1	2	2	5	3	2	2	5	1	3	3	5	84
OG0004918	2	3	5	6	3	3	1	3	1	1	1	3	1	5	7	2	1	4	3	1	2	2	2	3	4	1	1	3	2	2	4	2	84
OG0004919	2	4	2	2	2	1	1	1	1	3	4	3	1	4	8	3	3	3	1	5	1	6	2	6	3	1	1	5	2	1	1	1	84
OG0004920	4	3	1	1	2	5	1	1	1	1	1	4	2	2	4	4	1	4	1	1	3	8	1	3	3	1	1	6	1	7	3	3	84
OG0004921	2	5	5	5	2	3	1	3	1	3	2	2	1	4	6	5	1	2	2	3	2	5	2	2	2	1	1	3	3	2	2	1	84
OG0004922	5	4	4	5	3	2	1	2	2	1	1	4	1	2	6	3	1	3	2	3	6	3	1	3	3	2	1	2	2	2	3	1	84
OG0004923	2	2	4	5	2	2	2	1	3	2	2	2	3	4	4	2	1	4	2	2	3	2	2	3	5	2	2	4	2	2	5	1	84
OG0004924	2	1	2	1	1	4	2	1	2	1	2	1	2	2	6	2	2	3	2	5	8	2	1	5	3	1	1	2	8	4	4	1	84
OG0004925	3	1	2	2	2	2	1	2	6	1	1	3	1	4	4	5	4	2	7	2	2	3	3	3	4	2	3	1	3	2	2	1	84
OG0004926	2	5	3	5	2	2	1	2	2	2	2	2	2	5	3	1	2	4	4	4	3	4	2	2	2	1	2	5	2	2	2	2	84
OG0004927	1	1	1	1	1	3	5	1	2	2	10	1	3	5	8	3	5	2	4	2	3	3	2	1	1	1	1	2	2	2	3	2	84
OG0004928	2	1	3	2	1	3	2	1	4	1	2	1	2	7	10	2	2	1	3	1	3	4	2	3	2	2	2	3	3	2	3	4	84
OG0004929	2	2	2	2	1	4	1	2	1	1	1	1	1	4	4	12	1	4	2	3	3	2	3	2	2	1	1	3	5	4	5	2	84
OG0004930	1	1	3	2	1	2	2	1	3	1	1	1	3	5	8	3	2	3	4	1	3	2	4	3	3	2	2	5	3	3	3	3	84
OG0004931	2	2	2	2	3	2	1	4	3	7	4	1	1	5	5	4	2	3	2	3	2	5	3	1	1	1	1	4	2	2	2	2	84
OG0004932	1	1	1	1	1	3	1	3	2	6	4	1	2	3	2	4	2	2	1	1	2	10	2	11	2	3	1	2	2	2	3	2	84
OG0004933	3	3	6	8	2	4	1	1	1	1	1	2	1	5	5	5	2	5	2	2	4	1	2	1	2	2	2	2	3	2	2	1	84
OG0004934	5	6	5	6	4	3	3	2	1	1	2	3	1	2	4	2	1	2	2	2	3	2	1	1	3	2	1	2	2	3	5	2	84
OG0004935	2	3	3	3	2	2	2	2	3	3	3	2	2	4	4	4	3	3	2	3	2	4	2	3	2	2	3	3	2	2	2	2	84
OG0004936	2	2	2	2	2	2	2	4	2	1	1	2	1	7	5	2	2	4	4	2	2	4	4	2	3	1	10	1	1	1	2	2	84
OG0004937	1	2	2	2	1	2	4	2	1	2	1	1	1	3	6	4	1	3	1	7	2	6	1	3	9	2	1	5	3	1	1	3	84
OG0004938	1	1	6	2	1	1	1	1	2	5	1	1	2	6	2	1	3	2	3	1	3	6	2	2	4	3	1	2	3	2	1	12	84
OG0004939	2	2	5	5	2	3	1	2	4	1	1	4	1	4	10	3	1	2	2	2	4	2	2	3	2	1	1	2	3	3	3	1	84
OG0004940	2	2	2	2	2	1	2	3	2	5	4	2	3	6	4	1	1	2	2	3	2	9	2	3	2	3	4	4	1	1	1	1	84
OG0004941	6	4	3	2	2	7	1	2	2	2	2	2	1	2	10	0	1	1	2	2	4	3	2	3	3	2	1	1	3	4	3	1	84
OG0004942	2	3	5	3	2	2	1	3	3	1	1	1	1	3	11	8	0	2	1	2	1	8	1	4	3	1	1	3	1	2	0	4	84
OG0004943	2	1	1	1	1	6	1	2	2	2	3	1	1	3	9	3	1	2	2	1	4	5	1	9	5	1	2	3	2	2	3	2	84
OG0004944	2	3	2	3	2	3	1	2	1	1	1	3	2	7	11	3	1	4	2	1	2	4	1	2	2	3	2	4	2	3	2	2	84
OG0004945	1	3	1	1	1	3	1	2	7	1	1	1	3	3	4	4	3	2	3	3	2	2	2	4	3	2	2	7	2	2	3	5	84
OG0004946	3	6	6	9	4	1	1	2	1	1	2	3	1	12	4	2	1	2	1	3	1	2	3	3	2	1	1	2	1	1	1	1	84
OG0004947	2	6	2	4	1	1	1	1	1	1	2	2	3	4	4	2	2	12	4	2	4	2	1	4	3	1	1	2	1	2	2	4	84
OG0004948	2	3	5	3	2	1	2	2	1	1	1	3	1	6	5	9	2	2	1	2	2	3	1	7	6	1	1	1	1	3	2	2	84
OG0004949	1	3	1	2	1	2	3	4	2	3	2	1	1	1	3	2	3	2	5	3	2	6	3	4	4	2	2	5	3	2	2	4	84
OG0004950	2	9	2	3	7	1	2	1	1	3	4	9	1	4	9	2	1	2	2	1	1	2	2	2	2	1	1	2	1	1	1	2	84
OG0004951	2	2	1	1	1	3	1	9	1	4	2	1	1	4	3	5	1	2	1	2	4	2	2	5	4	1	1	2	7	4	4	1	84
OG0004952	2	2	3	3	2	2	2	3	3	2	1	1	3	4	7	3	3	2	4	3	3	1	2	5	3	2	3	1	1	2	3	3	84
OG0004953	1	1	13	3	2	5	1	1	1	1	1	1	1	2	25	0	1	1	1	1	2	2	1	1	1	1	1	1	3	4	1	3	84
OG0004954	6	1	2	4	2	5	1	1	3	0	0	4	2	2	2	2	2	3	8	3	2	5	2	0	0	2	2	3	4	3	3	5	84
OG0004955	2	2	4	4	2	2	1	3	1	2	1	2	2	7	10	1	1	2	2	5	3	8	2	2	1	1	1	1	2	2	2	3	84
OG0004956	2	5	3	3	5	1	1	2	1	3	1	2	2	2	4	3	1	4	2	3	1	3	1	8	7	1	2	4	1	2	1	3	84
OG0004957	2	4	3	3	2	5	1	1	1	1	1	3	1	2	5	4	1	2	2	2	3	6	1	3	4	1	1	2	4	7	4	2	84
OG0004958	1	1	1	2	2	2	1	2	1	1	1	1	5	13	7	1	1	2	4	2	1	2	2	6	2	1	2	1	4	4	4	4	84
OG0004959	1	2	6	4	2	6	2	1	2	2	2	2	1	8	2	5	1	4	1	2	2	2	2	5	3	1	1	5	1	1	1	4	84
OG0004960	2	2	1	1	2	1	2	2	1	3	1	2	2	8	4	3	2	0	1	4	1	11	4	2	3	1	3	5	3	2	2	3	84
OG0004961	2	2	5	5	2	2	2	2	2	2	2	2	2	3	6	4	3	3	2	2	2	4	2	2	2	2	2	5	2	2	2	2	84
OG0004962	2	3	5	6	3	1	4	1	1	0	1	2	1	8	10	7	2	3	4	1	1	2	2	1	1	2	2	4	1	0	1	2	84
OG0004963	2	2	4	6	1	2	1	2	1	1	2	1	1	8	7	5	2	2	3	2	2	3	2	2	3	1	1	4	2	4	2	3	84
OG0004964	2	2	2	2	3	1	2	1	1	14	2	2	2	7	2	6	7	3	2	1	1	3	1	1	1	2	2	3	1	1	2	2	84
OG0004965	2	2	2	2	2	3	1	4	3	2	2	2	2	2	3	4	2	3	3	2	4	4	1	5	3	2	2	5	3	2	3	2	84
OG0004966	1	2	2	2	1	2	5	6	3	1	1	2	1	6	9	2	5	2	2	5	2	2	1	1	1	1	1	3	4	3	4	1	84
OG0004967	2	3	4	3	2	2	1	1	2	1	1	2	1	4	4	1	6	4	1	1	3	1	1	6	8	3	3	2	5	2	2	2	84
OG0004968	2	3	4	6	2	2	2	2	3	1	1	2	2	4	5	3	2	3	3	1	2	2	2	3	3	2	2	4	3	4	2	2	84
OG0004969	1	1	1	2	1	1	1	2	1	2	2	4	1	4	5	4	2	2	2	2	4	6	1	4	4	4	6	3	2	3	3	3	84
OG0004970	4	5	7	7	3	1	0	2	1	2	2	4	1	5	5	4	1	2	2	2	2	4	2	2	2	1	1	2	2	2	2	2	84
OG0004971	1	2	5	3	1	2	2	2	2	2	2	1	3	4	6	1	2	5	5	2	1	2	2	2	2	3	3	6	2	3	2	3	84
OG0004972	2	2	1	1	1	3	2	1	1	2	4	4	1	1	3	10	4	2	1	2	1	6	3	2	6	1	1	6	2	2	3	3	84
OG0004973	3	1	2	2	2	6	1	3	1	4	3	1	1	6	4	3	5	5	8	1	1	2	1	4	2	1	3	3	3	1	0	1	84
OG0004974	1	1	1	1	1	2	3	2	2	4	4	1	2	3	4	7	4	3	3	1	2	2	1	5	7	3	2	3	2	3	2	2	84
OG0004975	4	3	6	3	1	1	2	1	2	2	2	1	3	2	20	3	1	4	1	1	1	2	1	2	3	1	1	3	1	1	1	4	84
OG0004976	3	4	2	3	1	3	1	4	2	1	2	1	3	7	3	1	4	2	4	1	1	4	2	3	6	2	2	3	2	2	2	3	84
OG0004977	1	6	2	1	3	4	1	1	5	2	1	1	3	2	3	3	2	4	3	1	1	2	1	4	7	1	2	4	3	5	2	3	84
OG0004978	1	2	1	4	1	6	4	4	4	1	1	1	1	5	4	4	1	2	2	3	7	2	1	3	4	2	1	1	3	3	4	1	84
OG0004979	3	1	3	2	1	4	1	1	3	3	2	1	1	1	3	1	1	2	6	1	1	3	1	8	9	1	4	2	2	3	1	8	84
OG0004980	1	4	1	3	2	1	5	1	3	1	2	2	2	4	9	4	2	1	2	1	5	2	4	1	4	1	2	1	3	3	1	6	84
OG0004981	4	4	3	4	4	2	1	2	4	5	1	3	1	5	2	1	5	2	6	3	2	3	1	2	6	1	1	2	1	1	1	1	84
OG0004982	2	1	2	2	2	2	2	1	3	4	12	2	1	4	5	4	3	1	2	1	1	2	1	5	7	1	3	1	2	2	1	2	84
OG0004983	3	4	4	4	2	1	1	4	1	3	2	3	1	5	8	3	3	2	2	2	2	2	2	2	3	1	1	2	4	5	1	1	84
OG0004984	2	2	2	2	2	1	6	1	2	1	4	2	2	1	4	1	5	6	4	1	2	2	1	5	6	2	2	1	4	1	2	5	84
OG0004985	1	1	2	4	1	2	2	5	2	2	2	1	2	6	5	5	3	2	3	3	3	2	2	4	5	1	1	2	3	2	3	2	84
OG0004986	2	2	8	8	2	1	2	2	3	2	2	2	2	3	4	3	0	5	2	3	1	4	2	2	2	2	3	5	1	1	2	1	84
OG0004987	3	9	2	1	3	3	1	1	1	1	2	1	3	5	3	1	1	1	3	2	1	6	1	6	7	3	2	1	1	3	1	5	84
OG0004988	1	2	1	1	1	1	1	1	21	1	1	2	1	1	2	1	1	2	16	2	1	13	2	1	1	1	1	0	1	1	1	1	84
OG0004989	2	3	2	7	1	17	0	0	1	0	0	2	1	0	1	5	0	1	1	0	1	0	0	1	1	1	1	1	5	2	11	16	84
OG0004990	2	4	6	4	2	2	2	2	1	1	1	3	1	5	7	2	3	3	2	2	1	2	3	2	3	1	1	4	2	5	3	2	84
OG0004991	3	4	6	5	3	1	1	1	1	1	1	3	3	2	5	2	3	6	2	1	2	2	1	1	1	4	4	7	1	1	1	5	84
OG0004992	1	1	1	1	1	1	2	2	2	3	2	3	2	5	4	2	7	4	1	2	2	2	2	7	4	2	1	8	2	2	2	3	84
OG0004993	1	1	10	5	3	2	1	2	1	1	1	6	3	7	2	1	1	6	1	4	2	2	2	2	2	1	5	1	2	3	2	1	84
OG0004994	2	1	2	4	1	9	1	1	3	5	2	2	1	3	11	1	2	1	1	1	3	4	1	3	1	2	1	1	8	3	2	1	84
OG0004995	1	2	3	3	1	0	0	2	1	1	1	1	5	6	5	5	2	6	3	5	2	6	2	2	1	5	4	2	1	2	2	2	84
OG0004996	4	3	2	1	0	2	1	0	2	2	5	1	2	3	11	5	0	1	3	0	5	4	0	0	0	1	2	4	9	5	4	2	84
OG0004997	1	2	2	2	1	1	5	2	3	1	2	1	3	6	7	1	7	5	4	3	1	3	2	2	2	2	2	6	1	1	2	1	84
OG0004998	4	3	3	3	3	4	1	2	2	0	1	1	2	5	7	3	2	3	2	2	3	2	2	3	4	2	2	2	3	3	3	2	84
OG0004999	2	5	3	5	3	2	1	2	1	5	4	2	1	2	11	1	5	2	1	2	1	1	1	2	1	2	5	1	3	4	1	2	84
OG0005000	1	1	2	3	1	2	1	2	2	2	2	1	3	8	4	3	1	7	1	2	2	2	4	3	4	2	3	7	2	2	3	1	84
OG0005001	1	1	1	2	1	1	1	2	2	2	1	1	3	15	2	4	1	4	3	4	1	2	2	1	2	3	11	4	1	1	1	3	84
OG0005002	2	3	4	3	1	2	1	1	1	1	2	1	1	16	8	1	3	1	2	2	2	2	7	1	1	1	1	1	4	3	4	1	84
OG0005003	2	2	4	4	2	1	1	2	6	1	1	2	2	2	10	6	4	2	4	2	1	2	2	2	2	2	2	5	1	1	1	3	84
OG0005004	4	2	7	5	4	1	2	1	3	0	0	4	2	4	9	0	3	0	2	1	2	3	1	6	8	2	3	0	1	1	1	2	84
OG0005005	5	7	10	8	3	3	1	0	3	2	4	2	1	0	4	3	0	1	5	0	0	6	0	2	2	1	1	2	1	2	4	1	84
OG0005006	1	4	5	2	4	2	1	2	1	4	2	2	2	9	5	4	0	3	3	1	2	3	1	3	3	1	2	2	2	1	2	5	84
OG0005007	1	6	3	4	1	6	1	3	2	1	1	4	4	4	2	2	1	3	2	1	3	10	1	1	4	1	1	3	2	2	3	1	84
OG0005008	3	2	1	3	2	2	1	2	3	5	4	2	1	2	4	1	1	2	5	2	1	3	1	4	4	1	3	2	7	1	6	3	84
OG0005009	2	1	2	1	1	1	1	1	1	3	1	2	1	2	29	2	1	3	2	1	2	2	1	5	5	1	2	3	1	2	1	1	84
OG0005010	2	2	8	6	2	2	2	1	2	1	1	2	1	7	8	2	2	3	3	2	3	4	2	2	2	1	1	2	2	2	3	1	84
OG0005011	2	4	1	1	2	1	3	6	2	1	1	2	1	4	8	3	1	2	1	3	2	7	3	9	2	1	1	1	2	1	3	3	84
OG0005012	3	3	3	2	2	4	4	3	5	1	1	1	2	3	2	2	1	1	2	3	2	9	6	2	2	2	2	2	1	3	1	4	84
OG0005013	2	3	3	5	2	1	1	7	4	2	1	5	1	4	3	4	1	2	3	2	1	8	2	5	2	1	1	4	1	1	1	1	84
OG0005014	1	1	2	2	1	3	5	1	3	1	1	1	1	2	9	2	2	4	6	1	4	2	1	4	3	1	3	3	5	3	4	2	84
OG0005015	2	2	3	4	2	3	1	3	2	1	1	2	1	7	6	1	1	4	1	2	2	2	2	4	3	1	2	6	3	4	2	4	84
OG0005016	3	1	1	2	2	1	0	1	5	1	2	1	1	5	18	1	3	8	1	1	2	0	2	3	4	1	1	3	2	1	2	5	84
OG0005017	1	1	3	4	1	4	2	2	3	1	1	1	1	5	5	3	2	1	2	2	2	9	2	4	4	1	1	2	2	2	2	8	84
OG0005018	1	1	4	4	1	5	1	1	3	1	1	1	1	2	9	3	1	2	1	2	4	5	3	3	3	1	1	2	4	5	4	4	84
OG0005019	1	3	6	8	1	0	1	0	2	0	0	3	2	0	10	0	0	4	8	0	0	8	0	3	4	3	6	8	0	0	0	3	84
OG0005020	1	2	1	1	1	1	3	1	3	3	2	1	1	2	20	1	2	6	4	1	1	2	1	3	3	3	3	2	1	2	2	4	84
OG0005021	1	2	2	6	1	2	1	1	1	1	2	2	1	5	17	1	0	1	4	1	3	4	2	4	6	1	1	3	3	2	3	0	84
OG0005022	3	4	2	6	3	1	1	2	2	1	2	2	2	2	3	2	0	2	3	1	3	2	1	6	5	6	4	2	4	1	4	2	84
OG0005024	0	0	0	0	0	1	4	3	1	3	3	0	1	4	14	2	4	1	8	3	5	4	1	8	4	1	1	1	2	1	1	3	84
OG0005027	2	3	4	3	2	1	1	2	1	2	3	2	1	5	10	6	1	2	7	2	1	6	2	2	3	1	1	2	2	1	1	1	83
OG0005028	1	1	1	1	2	5	1	2	4	3	1	2	1	9	3	1	2	1	3	1	1	0	1	5	5	1	1	0	5	6	3	10	83
OG0005029	2	6	3	2	2	1	1	2	1	1	2	3	1	7	4	6	1	3	4	4	2	2	2	2	2	2	2	3	2	3	2	3	83
OG0005030	3	3	5	4	3	2	2	2	1	1	1	3	1	4	6	4	4	3	3	2	7	2	2	2	2	1	1	3	1	2	1	2	83
OG0005031	2	4	3	3	2	1	1	1	2	3	2	2	1	3	11	2	2	2	4	1	4	8	1	2	2	1	1	3	2	2	2	3	83
OG0005032	2	4	5	5	2	3	1	1	2	2	3	2	1	3	10	6	1	2	1	1	3	2	2	2	2	1	2	2	3	3	3	1	83
OG0005033	2	2	3	3	2	2	2	2	2	2	2	2	2	4	4	3	2	3	3	2	2	5	1	6	4	2	2	4	2	2	2	2	83
OG0005034	1	2	2	6	3	10	5	1	1	2	2	1	1	1	5	3	1	3	1	1	10	4	1	1	1	1	2	1	3	3	2	2	83
OG0005035	6	3	1	1	4	1	1	2	3	2	2	2	3	3	5	9	1	1	6	3	2	2	1	3	2	1	4	5	1	1	1	1	83
OG0005036	4	7	4	6	3	2	1	3	1	1	1	3	1	4	5	1	1	2	3	2	2	2	3	2	2	1	2	2	6	3	2	1	83
OG0005037	2	2	2	2	2	0	8	1	0	0	0	3	1	2	13	11	1	4	1	2	4	8	1	0	0	4	2	3	1	1	2	0	83
OG0005038	1	2	2	2	1	3	2	2	2	1	1	1	1	6	4	1	1	2	14	2	2	6	2	4	5	1	1	4	2	2	2	1	83
OG0005039	1	1	1	1	1	1	0	11	1	1	1	1	4	4	6	5	1	5	3	1	1	8	1	4	4	2	2	2	1	2	3	3	83
OG0005040	1	2	3	7	1	4	3	1	1	3	7	2	1	5	4	1	0	3	4	3	1	1	2	2	2	1	1	5	5	4	2	1	83
OG0005041	2	2	3	3	2	2	1	2	2	2	2	2	2	4	7	4	2	3	2	2	2	5	3	3	3	2	2	2	2	2	2	4	83
OG0005042	1	2	2	5	2	1	1	3	3	1	2	3	1	5	3	2	6	1	4	2	1	9	3	6	6	1	1	2	1	1	1	1	83
OG0005043	3	5	5	4	2	1	2	3	5	1	1	5	1	11	4	4	2	2	1	2	1	3	1	2	1	1	1	3	2	2	1	1	83
OG0005044	2	4	2	2	2	3	2	1	2	1	1	2	2	4	11	3	2	2	4	2	2	3	3	2	3	2	3	2	2	2	3	2	83
OG0005045	2	3	4	6	2	2	3	2	2	1	1	3	1	4	7	3	2	3	2	2	2	3	2	2	4	2	2	2	2	2	2	3	83
OG0005046	2	2	5	5	1	3	3	0	3	0	0	2	0	0	9	1	5	0	5	0	3	4	0	4	5	1	0	0	4	4	3	9	83
OG0005047	2	3	5	6	2	2	1	1	2	1	0	2	3	2	4	7	1	7	4	1	2	4	2	0	4	1	2	4	0	1	1	6	83
OG0005048	1	4	2	2	1	1	4	3	4	2	1	1	2	4	10	1	2	3	3	5	1	4	4	1	2	2	2	1	2	2	1	5	83
OG0005049	3	3	4	3	4	1	2	2	5	1	1	3	2	3	8	2	2	2	2	2	1	4	3	3	4	3	2	4	1	1	1	1	83
OG0005050	2	2	2	2	3	0	2	3	3	2	2	2	3	8	9	0	1	4	3	4	2	2	3	2	2	2	2	5	1	1	1	3	83
OG0005051	3	3	1	3	2	1	1	3	5	1	2	2	1	2	2	2	1	3	1	1	7	4	2	4	2	1	2	3	4	7	6	1	83
OG0005052	1	1	2	2	1	3	1	3	2	2	2	1	2	6	8	3	2	4	2	3	2	3	3	5	3	2	2	4	2	3	1	2	83
OG0005053	1	2	2	2	2	2	2	1	1	3	2	2	1	4	3	2	1	2	7	3	6	4	3	6	5	1	1	0	2	2	3	5	83
OG0005054	3	2	3	3	3	2	1	1	3	2	2	2	2	4	5	8	1	5	2	1	3	0	3	1	3	1	1	6	3	2	3	2	83
OG0005055	1	4	2	6	2	2	1	1	2	1	1	2	1	2	7	3	1	2	7	2	2	4	1	5	5	2	2	4	2	2	2	2	83
OG0005056	2	1	1	1	1	1	1	3	3	2	4	2	1	6	7	3	1	4	4	4	1	7	2	3	3	2	3	2	3	2	1	2	83
OG0005057	1	1	2	2	1	2	2	2	5	2	3	1	2	4	7	2	2	5	3	2	3	2	3	1	2	2	2	5	3	4	3	2	83
